Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104704;Accessoires pour lyophiliseurs;Accessoires pour lyophiliseurs/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104800;Matériel de laboratoire et accessoires pour la décantation, la distillation, l'évaporation et l'extraction;Matériel de laboratoire et accessoires pour la décantation, la distillation, l'évaporation et l'extraction/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104801;Fiole - cornue;Fiole - cornue/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104802;Unités de bidistillation;Unités de bidistillation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104803;Évaporateurs de laboratoire;Évaporateurs de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104804;Évaporateurs rotatifs ou sous vide;Évaporateurs rotatifs ou sous vide/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104805;Systèmes de purge à l'azote;Systèmes de purge à l'azote/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104806;Matériel d'extraction pour laboratoires;Matériel d'extraction pour laboratoires/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104807;Extracteurs de matières grasses;Extracteurs de matières grasses/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104808;Extracteurs de fibres brutes;Extracteurs de fibres brutes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104809;Unités d'analyse sédimentologique;Unités d'analyse sédimentologique/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104810;Appareils pour le fractionnement;Appareils pour le fractionnement/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104811;Appareils pour le fractionnement par gradient de densité;Appareils pour le fractionnement par gradient de densité/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104812;Conduites, colonnes ou raccords de distillation;Conduites, colonnes ou raccords de distillation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104813;Éléments pour reflux;Éléments pour reflux/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104814;Condenseurs de laboratoire;Condenseurs de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104815;Appareils pour détermination de l'azote kjeldahl;Appareils pour détermination de l'azote kjeldahl/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104816;Concentrateurs centrifuges ou sous vide;Concentrateurs centrifuges ou sous vide/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104817;Cartouches pour extraction;Cartouches pour extraction/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104900;Matériel et accessoires de laboratoire pour la filtration;Matériel et accessoires de laboratoire pour la filtration/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104901;Filtres pour conduites;Filtres pour conduites/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104902;Matériel de filtration sur gel;Matériel de filtration sur gel/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104903;Matériel d'ultrafiltration;Matériel d'ultrafiltration/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104904;Filtres cellulaires frittés;Filtres cellulaires frittés/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104905;Matériel de filtration à canaux étroits;Matériel de filtration à canaux étroits/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104906;Matériel de filtration par osmose inverse;Matériel de filtration par osmose inverse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104907;Matériel de dialyse;Matériel de dialyse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104908;Filtres de laboratoire à cartouche;Filtres de laboratoire à cartouche/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104909;Cyclones ou porte-filtres de laboratoire;Cyclones ou porte-filtres de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104910;Filtres multicouches ou filtres-presses pour laboratoire;Filtres multicouches ou filtres-presses pour laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104911;Systèmes de filtration d'air;Systèmes de filtration d'air/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104912;Filtre-presses pour fluides;Filtre-presses pour fluides/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104913;Filtres pour bioséparation;Filtres pour bioséparation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104914;Filtres entonnoirs;Filtres entonnoirs/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104915;Capsules filtrantes;Capsules filtrantes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104916;Filtres centrifuges;Filtres centrifuges/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104917;Filtres environnementaux de laboratoire;Filtres environnementaux de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104918;Filtres en verre de laboratoire;Filtres en verre de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104919;Filtres absolus (HEPA) de laboratoire;Filtres absolus (HEPA) de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104920;Filtres à hybridisation;Filtres à hybridisation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104921;Filtres à membranes;Filtres à membranes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104922;Disques filtrants pour seringue;Disques filtrants pour seringue/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104923;Filtres pour plaques Multiwell;Filtres pour plaques Multiwell/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104924;Filtres de microbiologie;Filtres de microbiologie/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104925;Matériel de filtration pour laboratoire et accessoires;Matériel de filtration pour laboratoire et accessoires/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104926;Filtres sable de silice;Filtres sable de silice/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104927;Tamis pour filtres;Tamis pour filtres/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104928;Récipient de laboratoire en forme de bouteille;Récipient de laboratoire en forme de bouteille/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41104929;Papier filtre de laboratoire;Papier filtre de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105000;Tamis de laboratoire et matériel et fournitures de tamisage;Tamis de laboratoire et matériel et fournitures de tamisage/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105001;Séparateurs de laboratoire;Séparateurs de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105002;Matériel de tamisage de laboratoire;Matériel de tamisage de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105003;Tamis de laboratoire;Tamis de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105100;Pompes et tubes de laboratoire;Pompes et tubes de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105101;Pompes à vide de laboratoire;Pompes à vide de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105102;Pompes péristaltiques;Pompes péristaltiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105103;Pompes centrifuges de laboratoire;Pompes centrifuges de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105104;Pompes à seringue;Pompes à seringue/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105105;Pompes doseuses;Pompes doseuses/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105106;Pompes pour la chromatographie;Pompes pour la chromatographie/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105107;Pompes à barils de laboratoire;Pompes à barils de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105108;Tubes polyvalents de laboratoire;Tubes polyvalents de laboratoire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105109;Pompes rotatives à palettes;Pompes rotatives à palettes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105200;Matériel et accessoires de laboratoire pour la coloration de lames;Matériel et accessoires de laboratoire pour la coloration de lames/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105201;Appareils pour la coloration de lames de cytologie ou d'histologie;Appareils pour la coloration de lames de cytologie ou d'histologie/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105202;Appareils pour la coloration de lames d'hématologie;Appareils pour la coloration de lames d'hématologie/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105203;Appareils pour la coloration de lames de microbiologie;Appareils pour la coloration de lames de microbiologie/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105204;Accessoires de laboratoire pour la coloration de lames;Accessoires de laboratoire pour la coloration de lames/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105205;Matériel de fabrication de microplaques;Matériel de fabrication de microplaques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105300;Systèmes et fournitures d'électrophorèse et de buvardage;Systèmes et fournitures d'électrophorèse et de buvardage/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105301;Boîtes de gel;Boîtes de gel/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105302;Appareils de séchage pour gel;Appareils de séchage pour gel/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105303;Blocs d'alimentation pour système d'électrophorèse;Blocs d'alimentation pour système d'électrophorèse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105304;Transilluminateurs;Transilluminateurs/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105305;Accessoires pour système d'électrophorèse;Accessoires pour système d'électrophorèse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105307;Tableaux de commande pour l'électrophorèse capillaire;Tableaux de commande pour l'électrophorèse capillaire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105308;Capillaires ou cartouches;Capillaires ou cartouches/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105309;Trousses ou réactifs pour l'électrophorèse capillaire;Trousses ou réactifs pour l'électrophorèse capillaire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105310;Accessoires pour le buvardage ou le transfert;Accessoires pour le buvardage ou le transfert/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105311;Appareils de buvardage ou de transfert;Appareils de buvardage ou de transfert/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105312;Peignes ou plaques ou séparateurs ou plateaux;Peignes ou plaques ou séparateurs ou plateaux/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105313;Cassettes ou autres accessoires liés à la détection;Cassettes ou autres accessoires liés à la détection/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105314;Système de documentation pour gel;Système de documentation pour gel/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105315;Accessoires - documentation pour gel;Accessoires - documentation pour gel/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105316;Systèmes de réticulation aux ultraviolets;Systèmes de réticulation aux ultraviolets/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105317;Réactifs pour la fabrication de gel d'agarose;Réactifs pour la fabrication de gel d'agarose/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105318;Gels d'agarose préfabriqués;Gels d'agarose préfabriqués/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105319;Réactifs pour la fabrication de gel de polyacrylamide;Réactifs pour la fabrication de gel de polyacrylamide/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105320;Gels de polyacrylamide préfabriqués;Gels de polyacrylamide préfabriqués/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105321;Colorants d'acides nucléiques;Colorants d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105322;Colorants de gel de polyacrylamide;Colorants de gel de polyacrylamide/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105323;Solutions ou tampons préfabriqués pour électrophorèse;Solutions ou tampons préfabriqués pour électrophorèse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105324;Sondes d'ADN (acide désoxyribonucléique ) ou d'ARN (acide ribonucléique);Sondes d'ADN (acide désoxyribonucléique ) ou d'ARN (acide ribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105325;Plaques Microwell pour l'hybridation de l'ADN (acide désoxyribonucléique);Plaques Microwell pour l'hybridation de l'ADN (acide désoxyribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105326;Réactifs ou tampons pour l'hybridation;Réactifs ou tampons pour l'hybridation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105327;Nucléotides ou oligomères conjugués;Nucléotides ou oligomères conjugués/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105328;Feuilles de transfert Northern, Southern ou Western;Feuilles de transfert Northern, Southern ou Western/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105329;Agents bloquants;Agents bloquants/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105330;Protéines de contrôle, lysats cellulaires ou lysats tissulaires;Protéines de contrôle, lysats cellulaires ou lysats tissulaires/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105331;Réactifs, trousses ou substrats pour la détection de protéines par fluorescence;Réactifs, trousses ou substrats pour la détection de protéines par fluorescence/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105332;Réactifs, trousses ou substrats pour la détection de protéines par chimiluminescence;Réactifs, trousses ou substrats pour la détection de protéines par chimiluminescence/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105333;Réactifs, trousses ou substrats pour la détection chromogénique de protéines;Réactifs, trousses ou substrats pour la détection chromogénique de protéines/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105334;Marqueurs ADN (acide désoxyribonucléique) pour analyse quantitative;Marqueurs ADN (acide désoxyribonucléique) pour analyse quantitative/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105335;Marqueurs ou standards ADN (acide désoxyribonucléique);Marqueurs ou standards ADN (acide désoxyribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105336;Marqueurs pour l'électrofocalisation;Marqueurs pour l'électrofocalisation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105337;Marqueurs pour l'électrophorèse de protéines;Marqueurs pour l'électrophorèse de protéines/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105338;Marqueurs ou standards ARN (acide ribonucléique);Marqueurs ou standards ARN (acide ribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105339;Membranes à buvardage;Membranes à buvardage/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105500;Trousses et éléments pour l'extraction, la purification et la quantification d'acides nucléiques;Trousses et éléments pour l'extraction, la purification et la quantification d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105501;Trousses d'extraction (gel) ou de purification d'ADN (acide désoxyribonucléique);Trousses d'extraction (gel) ou de purification d'ADN (acide désoxyribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105502;Trousses pour l'extraction de l'ADN (acide désoxyribonucléique) des aliments;Trousses pour l'extraction de l'ADN (acide désoxyribonucléique) des aliments/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105503;Systèmes d'élution-électrolyse;Systèmes d'élution-électrolyse/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105504;Trousses de purification de l'ADN (acide désoxyribonucléique) génomique;Trousses de purification de l'ADN (acide désoxyribonucléique) génomique/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105505;Systèmes de criblage à haut débit (HTS) pour la purification d'acides nucléiques;Systèmes de criblage à haut débit (HTS) pour la purification d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105506;Trousses pour la purification de l'ARN (acide ribonucléique) messager;Trousses pour la purification de l'ARN (acide ribonucléique) messager/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105507;Billes magnétiques pour extraction d'acides nucléiques;Billes magnétiques pour extraction d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105508;Acides nucléiques pour coprécipitation;Acides nucléiques pour coprécipitation/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105509;Trousses pour la quantification d'acides nucléiques;Trousses pour la quantification d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105510;Trousses pour la purification de l'ADN (acide désoxyribonucléique) phagique;Trousses pour la purification de l'ADN (acide désoxyribonucléique) phagique/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105511;Trousses pour l'extraction de l'ADN (acide désoxyribonucléique) plasmidique de la levure;Trousses pour l'extraction de l'ADN (acide désoxyribonucléique) plasmidique de la levure/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105512;Trousses pour la purification de plasmides, de cosmides ou de chromosomes artificiels bactériens (BAC);Trousses pour la purification de plasmides, de cosmides ou de chromosomes artificiels bactériens (BAC)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105513;Trousses pour la purification d'acides nucléiques marqués;Trousses pour la purification d'acides nucléiques marqués/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105514;Réactifs pour l'extraction, la précipitation ou la remise en suspension d'acides nucléiques;Réactifs pour l'extraction, la précipitation ou la remise en suspension d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105515;Matières pour la purification et la stabilisation de l'ARN (acide ribonucléique);Matières pour la purification et la stabilisation de l'ARN (acide ribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105516;Trousses d'extraction (gel) d'ARN (acide ribonucléique);Trousses d'extraction (gel) d'ARN (acide ribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105517;Trousses pour l'extraction d'acides nucléiques des cellules ou des tissus végétaux;Trousses pour l'extraction d'acides nucléiques des cellules ou des tissus végétaux/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105518;Trousses pour la purification de l'ARN (acide ribonucléique) total;Trousses pour la purification de l'ARN (acide ribonucléique) total/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105519;Trousses pour la purification de l'ADN (acide désoxyribonucléique) viral;Trousses pour la purification de l'ADN (acide désoxyribonucléique) viral/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105520;Trousses pour la purification de l'ARN (acide ribonucléique) viral;Trousses pour la purification de l'ARN (acide ribonucléique) viral/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105600;Produits de séquençage de l'ADN (acide désoxyribonucléique);Produits de séquençage de l'ADN (acide désoxyribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105601;Trousses ou enzymes pour le séquençage;Trousses ou enzymes pour le séquençage/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105700;Jeux ordonnés d'échantillons géniques;Jeux ordonnés d'échantillons géniques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105701;Verre ou membranes en nylon pour l'immobilisation d'acides nucléiques;Verre ou membranes en nylon pour l'immobilisation d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105800;Produits pour la transcription et la traduction in vitro;Produits pour la transcription et la traduction in vitro/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105801;Oligomères conjugués ou dérivés;Oligomères conjugués ou dérivés/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105802;Ribonucléotides;Ribonucléotides/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105803;Systèmes ou trousses pour la transcription ou la traduction;Systèmes ou trousses pour la transcription ou la traduction/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105804;Accessoires de marquage pour la traduction;Accessoires de marquage pour la traduction/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105900;Banques et autres matières connexes;Banques et autres matières connexes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105901;Tissus animaux et liquides organiques;Tissus animaux et liquides organiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105902;Banques d'ADNc (acide désoxyribonucléique) complémentaire;Banques d'ADNc (acide désoxyribonucléique) complémentaire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105903;Trousses pour la réplication d'ADNc (acide désoxyribonucléique) complémentaire;Trousses pour la réplication d'ADNc (acide désoxyribonucléique) complémentaire/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105904;Banques de gènes;Banques de gènes/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105905;Trousses de création de banques;Trousses de création de banques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105906;Banques - expression des protéines et des peptides;Banques - expression des protéines et des peptides/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105907;Banques ou systèmes - deux hybrides;Banques ou systèmes - deux hybrides/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41105908;Trousses pour l'encapsidation virale;Trousses pour l'encapsidation virale/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106000;Systèmes pour la détection et le marquage d'acides nucléiques;Systèmes pour la détection et le marquage d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106001;Matières pour la détection par fluorescence d'acides nucléiques;Matières pour la détection par fluorescence d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106002;Matières pour la détection par chimiluminescence d'acides nucléiques;Matières pour la détection par chimiluminescence d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106003;Matières pour la détection chromogénique d'acides nucléiques;Matières pour la détection chromogénique d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106004;Trousses de marquage non radioactif d'acides nucléiques;Trousses de marquage non radioactif d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106005;Trousses de marquage radioactif d'acides nucléiques;Trousses de marquage radioactif d'acides nucléiques/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106006;Radionucléotides ou nucléosides;Radionucléotides ou nucléosides/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106100;Trousses pour l'analyse d'ADN (acide désoxyribonucléique);Trousses pour l'analyse d'ADN (acide désoxyribonucléique)/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106101;Trousses de cytogénétique;Trousses de cytogénérique/Équipement de laboratoire
Approvisionnement;G27;Instruments scientifiques;G27 - Instruments scientifiques;41106102;Trousses pour l'affichage différentiel ou la soustraction;Trousses pour l'affichage différentiel ou la soustraction/Équipement de laboratoire
